"","X","code","sdate","gear","zone15e","zone15n","temp","do","vegd","stratum","richness","shannon","year"
"5418","BLGL1293",12007459,"09/19/2013","D",643804,4845261,22.7,7.5,2,"BWC-S",14,2.27499500532899,2013
"5419","BHMW754",12007522,"10/15/2013","D",642404,4848511,15.4,8.7,1,"BWC-S",22,2.05863912738755,2013
"5420","ERSN935",12007523,"10/17/2013","D",640687,4843494,13.3,8.7,NA,"MCB-W",10,1.6796871687043,2013
"5421","BHMW755",12007685,"08/25/2014","D",642905,4840762,27,8.5,2,"BWC-S",25,2.89025907166485,2014
"5422","BHMW756",12007696,"08/27/2014","D",637755,4858462,24.7,7,2,"SCB",22,2.71667291806524,2014
"5423","BHMW757",12007697,"08/27/2014","D",638255,4855562,25.2,8,2,"SCB",19,2.60699514000566,2014
"5424","FWDM524",12007866,"07/07/2015","D",641019,4848363,23.7,8.1,NA,"MCB-W",5,1.36514522416656,2015
"5425","BLGL1298",12007868,"07/07/2015","D",642055,4847862,22.9,7.3,2,"BWC-S",12,2.11034793241288,2015
"5426","BHMW758",12007409,"09/03/2013","D",639604,4851412,25.1,10,2,"MCB-U",16,2.37605820345934,2013
"5427","BKCP579",12007410,"09/03/2013","D",641104,4847711,25.6,9.3,2,"MCB-U",13,2.34692293159648,2013
"5428","BLGL1301",12007411,"09/03/2013","D",642554,4847461,25.1,8.2,2,"SCB",16,2.4975587982297,2013
"5429","BHMW759",12007455,"09/19/2013","D",642904,4840911,21,7.7,2,"BWC-S",21,2.54876808346732,2013
"5430","BHMW760",12007457,"09/19/2013","D",642004,4843261,21,8.6,2,"SCB",15,2.29894870412416,2013
"5431","BKCP580",12007518,"10/15/2013","D",640804,4844411,15,8.3,NA,"SCB",14,2.34347053252055,2013
"5432","BHMW761",12007519,"10/15/2013","D",641904,4847861,15,7.6,NA,"SCB",9,1.50659508813164,2013
"5433","BHMW762",12007521,"10/15/2013","D",642554,4848011,15.3,8.1,1,"BWC-S",20,2.16669674267937,2013
"5434","BLGL1307",12007555,"06/20/2014","D",642305,4841262,22.1,5.5,1,"BWC-S",17,2.61696043876519,2014
"5435","BLGL1308",12007556,"06/20/2014","D",641505,4842812,22.6,6.5,1,"BWC-S",15,2.53510629273153,2014
"5436","BLGL1309",12007557,"06/20/2014","D",641655,4845012,23.3,6.2,1,"BWC-S",11,2.13611884646673,2014
"5437","BLGL1310",12007558,"06/20/2014","D",643405,4846762,22.1,6.4,NA,"SCB",12,2.13281371155492,2014
"5438","ERSN945",12007559,"06/20/2014","D",644105,4845062,23.4,6.9,1,"BWC-S",8,1.95125950414396,2014
"5439","BUSK15",12007630,"07/31/2014","D",640253,4842012,24.3,7.9,NA,"MCB-W",5,1.29100879059387,2014
"5440","BUSK16",12007631,"07/31/2014","D",639306,4837856,24.1,8.1,NA,"MCB-W",5,1.19394225322162,2014
"5441","FWDM534",12007632,"07/31/2014","D",641621,4848285,24.8,8.4,NA,"MCB-W",6,1.2757023750562,2014
"5442","BHMW763",12007683,"08/25/2014","D",640655,4840962,26.7,9.3,2,"SCB",20,2.6145273634411,2014
"5443","BHMW764",12007684,"08/25/2014","D",641805,4840712,26.5,8.9,2,"BWC-S",24,2.96843557901785,2014
"5444","BHMW765",12007787,"10/13/2014","D",640905,4841012,12.3,10.2,2,"BWC-S",20,2.80303254427462,2014
"5445","BKCP583",12007789,"10/13/2014","D",639305,4841912,12.4,10.6,1,"BWC-S",17,2.50790892834349,2014
"5446","BKCP584",12006664,"10/20/2010","D",642905,4846262,13.4,9,1,"BWC-S",13,2.23133136840329,2010
"5447","BLGL1316",12006685,"06/22/2011","D",641805,4840812,22.3,8.8,2,"BWC-S",17,2.24270282837622,2011
"5448","BKCP585",12006686,"06/22/2011","D",643505,4841512,22.3,8.6,1,"BWC-S",16,2.32346021603633,2011
"5449","BLGL1318",12006687,"06/22/2011","D",642855,4841912,23,10,2,"BWC-S",6,1.53338216771895,2011
"5450","BHMW766",12006755,"07/15/2011","D",640155,4843012,24,7,2,"MCB-U",24,2.88248301945861,2011
"5451","BKSS367",12006951,"10/24/2011","D",639105,4850312,11.8,13.3,1,"BWC-S",10,1.80388257180389,2011
"5452","BLGL1321",12006952,"10/24/2011","D",641705,4849612,12.6,11.2,1,"SCB",6,1.26133221724863,2011
"5453","BHMW767",12007668,"08/18/2014","D",639655,4838662,24.9,12.2,1,"MCB-U",22,2.79770212795161,2014
"5454","BKCP588",12007669,"08/18/2014","D",639855,4838162,26,13.5,2,"BWC-S",16,2.36515711668749,2014
"5455","BKSS368",12007722,"09/16/2014","D",643705,4839962,16.1,6.6,2,"IMP-S",10,1.92406817988336,2014
"5456","BKCP589",12007723,"09/16/2014","D",643655,4839912,16.1,6.6,2,"IMP-S",15,2.51680702911947,2014
"5457","BKCP590",12007725,"09/16/2014","D",643455,4832562,14.1,9,2,"IMP-S",6,1.73286795139986,2014
"5458","BKCP591",12007726,"09/16/2014","D",642955,4835062,16.7,9.9,2,"IMP-S",8,1.21960468934949,2014
"5459","BKCP592",12007727,"09/17/2014","D",643055,4846462,16.6,5.9,1,"BWC-S",18,2.66225373368761,2014
"5460","BHMW768",12007781,"10/09/2014","D",641255,4845362,12.2,9.4,2,"BWC-S",20,2.54891655230756,2014
"5461","BHMW769",12007782,"10/09/2014","D",642455,4848512,12.5,8.9,2,"BWC-S",15,2.1584714562829,2014
"5462","BHMW770",12007783,"10/09/2014","D",641405,4848662,12.9,9.9,NA,"MCB-U",14,2.39979681037801,2014
"5463","BHMW771",12007784,"10/09/2014","D",640355,4851262,12.5,9.7,1,"SCB",21,2.75668553585832,2014
"5464","BLGL1333",12007841,"06/25/2015","D",642855,4834462,23.8,6,2,"IMP-S",13,2.19395174091533,2015
"5465","ERSN961",12007842,"06/25/2015","D",642205,4827312,24.2,7.5,2,"IMP-S",7,1.76776147228933,2015
"5466","BHMW772",12007843,"06/25/2015","D",639505,4831862,25.2,8.2,2,"IMP-S",11,1.95030670044893,2015
"5467","BHMW773",12007844,"06/25/2015","D",639505,4838262,25.1,8.6,1,"MCB-U",15,2.4928921245032,2015
"5468","BLGL1335",12007845,"06/25/2015","D",643205,4835612,24.8,6.7,2,"IMP-S",5,1.54542290319359,2015
"5469","BLGL1336",12007919,"08/04/2015","D",642355,4841262,25.9,12,2,"BWC-S",19,2.63372066434012,2015
"5470","BKSS374",12007920,"08/04/2015","D",642755,4840862,25.9,13.2,2,"SCB",21,2.91061669426469,2015
"5471","BKCP597",12007969,"08/19/2015","D",643455,4845062,24,6.6,2,"SCB",17,2.43363519649135,2015
"5472","BHMW774",12008017,"09/11/2015","D",639405,4849812,22.3,8.3,2,"BWC-S",17,2.39920999540301,2015
"5473","BKSS376",12008018,"09/11/2015","D",639955,4850312,21.8,7.2,NA,"MCB-U",12,2.16318734086858,2015
"5474","BLGL1341",12007392,"08/21/2013","D",641404,4842161,25.4,14.8,2,"BWC-S",15,2.42740805367065,2013
"5475","BHMW775",12007394,"08/21/2013","D",642104,4843411,26.4,14.4,2,"BWC-S",17,2.55604146156493,2013
"5476","BHMW776",12007542,"10/30/2013","D",640354,4851262,7.8,10.7,NA,"SCB",11,2.22610138720551,2013
"5477","BHMW777",12007543,"06/16/2014","D",638805,4853262,20.5,7.2,NA,"SCB",17,2.60908101824683,2014
"5478","BHMW778",12007666,"08/18/2014","D",639355,4836762,24.3,10.9,2,"SCB",16,2.55693959290566,2014
"5479","BHMW779",12007667,"08/18/2014","D",639455,4837562,24.3,11.1,1,"MCB-U",23,2.94450359126664,2014
"5480","BKCP601",12007718,"09/08/2014","D",639255,4849862,21.5,6.3,2,"BWC-S",16,2.49118992135946,2014
"5481","BKCP602",12007719,"09/08/2014","D",638955,4850162,21.7,8.9,2,"BWC-S",11,2.15402508737897,2014
"5482","BHMW780",12007720,"09/08/2014","D",639805,4854062,21.4,7.6,NA,"SCB",18,2.65424351280512,2014
"5483","BHMW781",12007721,"09/08/2014","D",639905,4852862,21.6,8.2,NA,"MCB-U",18,2.61075472439533,2014
"5484","BUSK17",12007777,"10/08/2014","D",640815,4845842,12.1,9.7,NA,"MCB-W",5,1.08057384836485,2014
"5485","BHMW782",12007778,"10/08/2014","D",641105,4843162,12.3,10,NA,"SCB",15,2.40600222150784,2014
"5486","LMBS1275",12007779,"10/08/2014","D",640688,4843495,12.6,10.3,NA,"MCB-W",4,1.03356205420682,2014
"5487","BHMW783",12007780,"10/08/2014","D",639955,4842612,12.4,10.7,NA,"SCB",15,2.49076317962284,2014
"5488","BHMW784",12007660,"08/12/2014","D",643305,4846062,24.4,9.7,2,"BWC-S",19,2.65293997077558,2014
"5489","BKCP606",12007661,"08/12/2014","D",643955,4843762,24.2,9.5,2,"SCB",20,2.45493009044115,2014
"5490","CARP1002",12007662,"08/14/2014","D",641005,4828412,23.1,8.1,2,"IMP-S",5,1.38629436111989,2014
"5491","BLGL1355",12007663,"08/14/2014","D",642055,4827512,23.6,9.8,2,"IMP-S",11,2.19447439078904,2014
"5492","BKCP607",12007664,"08/14/2014","D",642105,4827462,23.6,9.8,2,"IMP-S",8,1.79865220625213,2014
"5493","BKCP608",12007665,"08/14/2014","D",643305,4837312,25.6,8.2,2,"IMP-S",11,2.12659657717666,2014
"5494","BKCP609",12007826,"06/18/2015","D",642955,4846562,22.9,7.6,2,"BWC-S",11,2.2351773079977,2015
"5495","BLGL1358",12007827,"06/18/2015","D",642955,4846312,23.8,7.2,2,"BWC-S",9,1.92540816508607,2015
"5496","CARP1007",12007828,"06/18/2015","D",644055,4844912,24,8.8,2,"BWC-S",11,2.27424093073177,2015
"5497","BHMW785",12007890,"07/14/2015","D",642305,4841412,26.3,8.7,2,"SCB",20,2.8314719371326,2015
"5498","ERSN975",12007901,"07/22/2015","D",640290,4854040,25.1,7.9,NA,"MCB-W",4,1.00271826451752,2015
"5499","BHMW786",12007902,"07/22/2015","D",640255,4841412,26,8.5,1,"SCB",15,2.55243697344395,2015
"5500","BHMW787",12007966,"08/19/2015","D",642905,4845712,24.4,7.8,1,"BWC-S",17,2.57415419163255,2015
"5501","BHMW788",12007967,"08/19/2015","D",643555,4846412,24.9,6.7,1,"SCB",17,2.52175953404218,2015
"5502","BLGL1362",12008040,"09/22/2015","D",643255,4835712,19.3,8.4,2,"IMP-S",5,1.25994142831562,2015
"5503","BUSK19",12008041,"09/22/2015","D",639306,4837856,19.8,9.3,NA,"MCB-W",6,1.25208879784704,2015
"5504","BHMW789",12007587,"07/14/2014","D",639355,4841562,22.7,6.2,2,"SCB",15,2.3434918211695,2014
"5505","BHMW790",12007588,"07/14/2014","D",640105,4841762,23.4,6.8,NA,"MCB-U",14,2.34308540872197,2014
"5506","BHMW791",12007589,"07/14/2014","D",640655,4840812,23.5,6.7,2,"BWC-S",19,2.66237880144132,2014
"5507","BLGL1365",12007590,"07/14/2014","D",640405,4840312,24.1,7.2,2,"SCB",16,2.3872906926063,2014
"5508","BHMW792",12007659,"08/12/2014","D",641905,4846662,23.9,10,1,"SCB",24,2.78251479635085,2014
"5509","BKCP611",12007761,"09/30/2014","D",638655,4856562,17.3,9.2,2,"SCB",18,2.37586755791554,2014
"5510","BKSS385",12007815,"10/27/2014","D",639705,4852762,13,12.6,1,"BWC-S",12,1.35547470749008,2014
"5511","BHMW793",12007816,"10/27/2014","D",640105,4851762,11.8,9.5,NA,"MCB-U",19,2.72611190794936,2014
"5512","BHMW794",12007817,"10/27/2014","D",640005,4854162,12.2,9.1,NA,"SCB",17,2.54551050698942,2014
"5513","BHMW795",12007886,"07/14/2015","D",641705,4845612,25.9,8.1,2,"SCB",18,2.70156986010175,2015
"5514","BHMW796",12007887,"07/14/2015","D",641305,4843662,26,8.5,1,"BWC-S",14,2.39249795024481,2015
"5515","BHMW797",12007888,"07/14/2015","D",641655,4842212,26.1,8.4,1,"SCB",10,2.16012981083637,2015
"5516","BKCP613",12007889,"07/14/2015","D",642105,4842562,26.5,8.9,1,"SCB",12,2.2067498589024,2015
"5517","BHMW798",12007953,"08/13/2015","D",641505,4846112,26.4,11.3,2,"BWC-S",20,2.67478299254823,2015
"5518","BLGL1376",12008002,"09/02/2015","D",636245,4857732,22.7,8.6,NA,"MCB-W",9,1.95152853532533,2015
"5519","BHMW799",12008003,"09/02/2015","D",636055,4857912,22.8,8.6,2,"MCB-U",24,2.61301952887372,2015
"5520","BKCP616",12006057,"08/25/2008","D",643405,4845962,24.2,10.7,2,"SCB",14,2.21966291504572,2008
"5521","BHMW800",12006111,"09/08/2008","D",639605,4854262,20.1,8.3,2,"SCB",12,1.88973190836995,2008
"5522","BLGL1380",12006236,"08/10/2009","D",641005,4835712,25.2,7.1,2,"IMP-S",10,1.9570778635851,2009
"5523","BLGL1381",12006237,"08/10/2009","D",643405,4836912,26.8,8,1,"IMP-S",7,1.4052825537733,2009
"5524","BLGL1382",12006238,"08/11/2009","D",636245,4857732,24.9,5.6,NA,"MCB-W",6,1.60520710745546,2009
"5525","BKCP618",12006239,"08/11/2009","D",636005,4857962,24.5,5.6,2,"BWC-S",14,2.27252360248087,2009
"5526","BKCP619",12006287,"09/01/2009","D",644005,4843862,19.5,4.3,2,"SCB",13,2.09741241529604,2009
"5527","BKCP620",12006288,"09/01/2009","D",643905,4844162,20.1,5.5,2,"SCB",12,2.12205774606,2009
"5528","BHMW801",12007987,"08/31/2015","D",638955,4857212,20.4,7.7,2,"BWC-S",19,2.53065901106864,2015
"5529","BKCP622",12007989,"08/31/2015","D",637805,4857712,21.2,8.3,1,"BWC-S",15,2.44123951871473,2015
"5530","BHMW802",12007990,"08/31/2015","D",638055,4855962,21.4,8.7,NA,"SCB",24,2.71485035849543,2015
"5531","BKCP624",12008031,"09/18/2015","D",641955,4842112,22.2,8.3,2,"BWC-S",14,2.33034307788211,2015
"5532","BKCP625",12008032,"09/18/2015","D",642605,4841662,22.3,8.6,1,"BWC-S",21,2.69197221830733,2015
"5533","BHMW803",12008033,"09/21/2015","D",639205,4834412,19.8,8.4,2,"IMP-S",18,2.51582005039547,2015
"5534","BHMW804",12008087,"10/08/2015","D",641555,4848612,16.2,10.3,1,"MCB-U",23,2.88174762952509,2015
"5535","BHMW805",12008088,"10/09/2015","D",639555,4849462,16,10.2,1,"BWC-S",15,2.27193200081368,2015
"5536","BLGL1394",12008089,"10/09/2015","D",640953,4848534,16,10.7,NA,"MCB-W",11,1.87729964649851,2015
"5537","BHMW806",12008308,"09/15/2016","D",642255,4844762,21.2,7.7,2,"SCB",10,2.00422738532346,2016
"5538","BKCP628",12008309,"09/15/2016","D",642455,4843812,21.5,7.2,2,"BWC-S",22,2.61596796729301,2016
"5539","BLGL1396",12007861,"07/02/2015","D",638555,4854612,23.3,7.2,2,"MCB-U",15,2.51425343538863,2015
"5540","BHMW807",12007862,"07/02/2015","D",638805,4854462,23.3,7.5,2,"MCB-U",16,2.48772505497484,2015
"5541","ERSN994",12007863,"07/02/2015","D",639445,4850940,23.9,8.2,NA,"MCB-W",9,1.62297601153479,2015
"5542","BLGL1398",12007864,"07/02/2015","D",639905,4850362,23.5,7.4,NA,"MCB-U",9,1.9854574642434,2015
"5543","FWDM573",12007865,"07/07/2015","D",640853,4848716,23.7,8,NA,"MCB-W",4,0.853944698279419,2015
"5544","BKCP629",12007984,"08/27/2015","D",642855,4837562,20.8,8.7,2,"IMP-S",14,2.44880190214708,2015
"5545","BKCP630",12007985,"08/27/2015","D",640405,4836612,21.8,14.8,2,"IMP-S",12,2.1998139591113,2015
"5546","BHMW808",12007986,"08/27/2015","D",639905,4839362,21.4,10.6,1,"SCB",30,3.09517732343471,2015
"5547","BHMW809",12008027,"09/18/2015","D",641355,4841612,21.7,8.2,2,"BWC-S",22,2.6894261600347,2015
"5548","BKCP633",12008029,"09/18/2015","D",641405,4842362,22,7.2,1,"BWC-S",19,2.50351843252633,2015
"5549","BHMW810",12008086,"10/08/2015","D",641155,4847862,16,10.2,NA,"MCB-U",17,2.61784148783523,2015
"5550","BHMW811",12008138,"06/17/2016","D",639655,4849212,23.9,7.4,1,"BWC-S",18,2.57399100651634,2016
"5551","BHMW812",12008139,"06/17/2016","D",640605,4847862,24.4,7.1,1,"BWC-S",17,2.56305650088076,2016
"5552","BLGL1407",12008140,"06/17/2016","D",640505,4847512,26.4,8.5,2,"BWC-S",11,2.14953605790876,2016
"5553","BLGL1408",12008178,"06/30/2016","D",640805,4835762,24.8,9.7,2,"IMP-S",16,2.48614212459948,2016
"5554","BLGL1409",12008237,"08/09/2016","D",639555,4830062,25.2,6.1,1,"IMP-S",11,2.15089267575329,2016
"5555","BLGL1410",12008238,"08/09/2016","D",642455,4827012,25.4,7,2,"IMP-S",12,2.30643669496882,2016
"5556","CARP1039",12008239,"08/09/2016","D",642505,4826712,25.4,7,2,"MCB-U",8,1.82556350857023,2016
"5557","BKSS396",12008240,"08/09/2016","D",643355,4828562,26.8,8.6,2,"IMP-S",14,2.3686044179387,2016
"5558","BKCP636",12008241,"08/09/2016","D",640655,4829012,27.5,10.5,2,"IMP-S",10,2.11371910650665,2016
"5559","BKCP637",12007083,"08/16/2012","D",642205,4841512,23.8,7.2,2,"SCB",16,2.32462588043368,2012
"5560","BLGL1414",12007168,"09/20/2012","D",640005,4839112,17.6,11,1,"SCB",16,2.32551935584133,2012
"5561","BKSS398",12007238,"10/23/2012","D",641105,4828262,11.4,12.7,2,"IMP-S",6,1.66679610375721,2012
"5562","BLGL1416",12007291,"07/02/2013","D",641904,4842611,23.9,5.9,2,"SCB",13,2.22714711787534,2013
"5563","BLGL1417",12007292,"07/02/2013","D",642054,4843661,24.4,6.4,2,"BWC-S",13,2.36543172357683,2013
"5564","BLGL1418",12007293,"07/02/2013","D",642104,4843911,24.3,6.2,2,"SCB",11,2.2523542313692,2013
"5565","BHMW813",12007350,"08/06/2013","D",642554,4841361,24.5,13.7,2,"SCB",17,2.58558876121215,2013
"5566","BHMW814",12007351,"08/07/2013","D",637955,4856312,23.1,9.2,NA,"SCB",19,2.59555543412516,2013
"5567","BLGL1421",12007408,"09/03/2013","D",638155,4854912,24.4,8.8,2,"MCB-U",11,2.16684630908245,2013
"5568","BHMW815",12008067,"09/30/2015","D",638905,4854312,19.4,7.9,2,"MCB-U",15,2.43160603138305,2015
"5569","BRBT10",12008068,"09/30/2015","D",638900,4854040,19.7,8.1,NA,"MCB-W",4,1.03990954643052,2015
"5570","BHMW816",12008069,"09/30/2015","D",638755,4853712,19.8,8.3,1,"SCB",14,2.49100244480597,2015
"5571","BHMW817",12008225,"08/01/2016","D",641005,4843562,26.5,6.5,1,"SCB",20,2.81051065466688,2016
"5572","BKSS399",12008280,"08/29/2016","D",640505,4842012,23.2,7.3,2,"SCB",20,2.7496867717933,2016
"5573","BKSS400",12008281,"08/29/2016","D",643055,4840762,23.8,6.7,2,"BWC-S",14,2.36196643986107,2016
"5574","BKSS401",12008336,"09/29/2016","D",639805,4837762,16.9,7.8,1,"MCB-U",15,2.12545011816158,2016
"5575","BHMW818",12008337,"09/29/2016","D",639355,4836412,16.6,8.2,1,"BWC-S",23,2.69639281365537,2016
"5576","BKCP641",12008338,"09/29/2016","D",639205,4836012,16.3,8,1,"SCB",16,2.22438637134199,2016
"5577","BKCP642",12008378,"10/19/2016","D",642555,4841312,15.6,9,1,"SCB",16,2.58411017699777,2016
"5578","BHMW819",12008379,"10/19/2016","D",643255,4840812,15.7,9.1,1,"SCB",17,2.51354595169803,2016
"5579","BKSS405",12008380,"10/19/2016","D",643555,4846362,15.4,9.3,NA,"SCB",12,2.06089417776686,2016
"5580","BKCP643",12008434,"06/30/2017","D",639855,4840362,22.4,10.8,1,"SCB",18,2.47414103679875,2017
"5581","BHMW820",12007829,"06/18/2015","D",643655,4844512,23.8,7.9,2,"SCB",14,2.42364801142266,2015
"5582","BHMW821",12007831,"06/18/2015","D",643305,4841962,25.2,10.6,2,"BWC-S",14,2.45659014365543,2015
"5583","GDRH824",12007903,"07/22/2015","D",642455,4840662,26.7,9.1,2,"SCB",9,2.13839724634772,2015
"5584","FWDM594",12007905,"07/22/2015","D",643355,4840562,26.6,8.9,2,"BWC-S",11,2.23160695160893,2015
"5585","BKCP646",12007968,"08/19/2015","D",643805,4845162,24.2,6.6,2,"BWC-S",19,2.50470940221779,2015
"5586","BLGL1436",12008015,"09/11/2015","D",640735,4845182,22.3,7.4,NA,"MCB-W",10,1.83953122375838,2015
"5587","BHMW822",12008016,"09/11/2015","D",640805,4849262,21.9,7.2,NA,"MCB-U",16,2.46388557057526,2015
"5588","BDDR21",12008066,"09/30/2015","D",637103,4855940,19.6,7.5,2,"MCB-W",12,2.16020280200531,2015
"5589","BHMW823",12008123,"10/28/2015","D",640505,4841662,12,9.9,NA,"SCB",15,2.5008332439199,2015
"5590","BLGL1440",12008125,"10/28/2015","D",640705,4841312,11.9,10.3,1,"BWC-S",11,2.27393262597055,2015
"5591","BKSS409",12008126,"10/28/2015","D",640855,4839862,11.5,8.2,2,"SCB",9,1.96770924470316,2015
"5592","BLGL1442",12008161,"06/27/2016","D",643155,4841212,25.5,6.8,2,"BWC-S",12,2.28729342022356,2016
"5593","BHMW824",12008162,"06/27/2016","D",642955,4841062,26,9,2,"SCB",17,2.58449148713559,2016
"5594","BHMW825",12008163,"06/27/2016","D",642605,4840462,26.2,9.1,1,"SCB",11,2.22441183068726,2016
"5595","BKCP648",12008164,"06/27/2016","D",641405,4841112,27.2,12,2,"BWC-S",11,2.06572789677324,2016
"5596","BKCP649",12008222,"08/01/2016","D",640605,4847962,25.8,3.4,2,"BWC-S",12,2.32678703842063,2016
"5597","BKCP650",12008223,"08/01/2016","D",640755,4847162,25.8,4,2,"SCB",6,1.48803604417812,2016
"5598","BLGL1446",12008224,"08/01/2016","D",641105,4844562,26.4,6.2,1,"SCB",10,2.01227953074468,2016
"5599","BHMW826",12008111,"10/22/2015","D",643205,4845962,12.7,10.6,1,"SCB",13,2.21811540014093,2015
"5600","BKCP651",12008112,"10/22/2015","D",642005,4845762,13.1,8.3,2,"BWC-S",13,2.23225143257467,2015
"5601","BHMW827",12008113,"10/22/2015","D",641205,4844662,13,12.2,1,"SCB",14,2.38269343317481,2015
"5602","BLGL1450",12008114,"10/22/2015","D",640605,4842762,13.5,12.4,NA,"SCB",11,2.07731748791756,2015
"5603","BKCP652",12008155,"06/23/2016","D",642055,4843062,24.3,7.7,2,"SCB",18,2.59143687493027,2016
"5604","BHMW828",12008156,"06/23/2016","D",641455,4843812,24.2,8.2,2,"SCB",22,2.74467455837215,2016
"5605","BLGL1453",12008208,"07/20/2016","D",639505,4841762,25.8,8.1,NA,"MCB-U",16,2.50665482036804,2016
"5606","BKCP654",12008209,"07/20/2016","D",641555,4846362,27.1,6,2,"BWC-S",7,1.74381245715276,2016
"5607","BKSS414",12008210,"07/20/2016","D",640805,4845412,26.3,7.9,1,"MCB-U",12,1.98308437971752,2016
"5608","BKCP655",12008211,"07/21/2016","D",639655,4854312,27.1,5.6,1,"SCB",10,2.11520907078974,2016
"5609","BWFN323",12008276,"08/29/2016","D",640055,4837962,22.8,6.5,2,"BWC-S",8,1.64254857879357,2016
"5610","BKCP656",12008277,"08/29/2016","D",639855,4838562,23.1,7.5,2,"BWC-S",20,2.5843992050784,2016
"5611","BHMW829",12008368,"10/14/2016","D",639905,4853112,13.6,9.9,NA,"MCB-U",21,2.43634635829653,2016
"5612","BLGL1459",12008419,"06/26/2017","D",638505,4854162,20.5,8.9,NA,"MCB-U",19,2.52041936989327,2017
"5613","BHMW830",12008420,"06/26/2017","D",638705,4853962,20.5,9.8,1,"SCB",15,2.37478809434048,2017
"5614","BHMW831",12008421,"06/26/2017","D",639255,4851712,21.5,9.8,1,"SCB",23,2.75907430859664,2017
"5615","BHMW832",12008035,"09/21/2015","D",640205,4838662,20.5,9.2,2,"BWC-S",20,2.59326335000499,2015
"5616","BHMW833",12008037,"09/21/2015","D",639955,4839162,20.4,9.2,2,"SCB",22,2.90614571221096,2015
"5617","BLGL1464",12008038,"09/22/2015","D",643455,4838462,19.4,6,2,"IMP-S",11,2.24515887198746,2015
"5618","BLGL1465",12008039,"09/22/2015","D",643355,4837162,19.3,7.4,2,"IMP-S",4,1.03356205420682,2015
"5619","BKSS419",12008152,"06/23/2016","D",642555,4848362,24.6,6.5,1,"BWC-S",18,2.55972087222509,2016
"5620","BLGL1467",12008153,"06/23/2016","D",643105,4845662,24.5,7.6,1,"SCB",17,2.41389383305113,2016
"5621","BHMW834",12008154,"06/23/2016","D",642205,4843962,24.4,7.8,2,"SCB",21,2.80823358464507,2016
"5622","BLGL1469",12008205,"07/13/2016","D",637205,4855912,26.1,11.1,2,"MCB-U",18,2.51908927098211,2016
"5623","BKSS420",12008206,"07/20/2016","D",640705,4839462,26.2,7.4,2,"SCB",12,2.1443621846665,2016
"5624","BHMW835",12008207,"07/20/2016","D",639805,4838812,26,8.2,1,"MCB-U",17,2.45967957486912,2016
"5625","BLGL1472",12008264,"08/24/2016","D",639205,4854412,23.1,6.9,NA,"SCB",11,2.20264648650409,2016
"5626","BKSS421",12008265,"08/24/2016","D",640655,4849412,23.1,6.9,NA,"MCB-U",8,1.83336015942586,2016
"5627","BLGL1474",12008266,"08/24/2016","D",640905,4848562,23.5,7.6,NA,"MCB-U",17,2.56914316921698,2016
"5628","BHMW836",12008315,"09/20/2016","D",641105,4845312,20.9,7.2,2,"BWC-S",19,2.54108255648644,2016
"5629","BHMW837",12008316,"09/20/2016","D",641305,4843712,21,7.9,1,"BWC-S",17,2.65180678481314,2016
"5630","BLGL1477",12008317,"09/20/2016","D",642005,4840462,21.2,7.9,1,"BWC-S",20,2.7384587342345,2016
"5631","BHMW838",12008365,"10/13/2016","D",643655,4842162,13.9,8,1,"BWC-S",12,2.07643884919933,2016
"5632","BLGL1479",12008366,"10/13/2016","D",642955,4841862,13.6,7.3,1,"BWC-S",3,0.979971182083305,2016
"5633","BKSS423",12008367,"10/14/2016","D",639205,4854962,13.5,8,1,"BWC-S",9,1.83394142677533,2016
"5634","BHMW839",12008415,"06/23/2017","D",642355,4846312,22.4,6.7,1,"SCB",15,2.26082007305183,2017
"5635","BLGL1482",12008416,"06/23/2017","D",642755,4842162,24,7.4,2,"BWC-S",4,1.27703425946614,2017
"5636","BLGL1483",12008417,"06/23/2017","D",642905,4840612,23,7.5,1,"BWC-S",14,2.47263167873617,2017
"5637","BLGL1484",12008418,"06/23/2017","D",641505,4841062,23.9,9.3,1,"BWC-S",13,2.32786421904952,2017
"5638","BKCP661",12006399,"10/26/2009","D",643205,4846712,9,7.9,2,"BWC-S",8,1.86963103658362,2009
"5639","ERSN1057",12006400,"10/27/2009","D",643855,4845462,8.5,8.4,1,"BWC-S",9,1.66461232983486,2009
"5640","BHMW840",12006401,"10/27/2009","D",640455,4842012,8.6,7.9,NA,"BWC-S",13,2.42513573262651,2009
"5641","BLGL1487",12006402,"10/27/2009","D",640405,4841712,10,8,2,"BWC-S",4,1.242453324894,2009
"5642","CARP1077",12006403,"10/27/2009","D",640253,4842012,8.7,7.7,NA,"MCB-W",5,1.16018624397852,2009
"5643","BWFN333",12006522,"08/13/2010","D",638905,4856662,27.4,3.9,2,"BWC-S",6,1.67698777432242,2010
"5644","BKCP662",12006523,"08/13/2010","D",638605,4854612,27.9,3.9,2,"MCB-U",14,1.99459764217361,2010
"5645","BLGL1489",12006601,"09/20/2010","D",642505,4825862,16.6,7.5,2,"MCB-U",12,1.98023441263123,2010
"5646","BLGL1490",12006602,"09/20/2010","D",642655,4837112,16.4,6,2,"IMP-S",3,0.759547391474863,2010
"5647","BLGL1491",12006633,"10/04/2010","D",641505,4843862,15,6.6,1,"SCB",15,2.38808330376085,2010
"5648","BLGL1492",12006634,"10/04/2010","D",641605,4843562,15.5,6.7,NA,"BWC-S",13,2.39286107333384,2010
